"Do you really want to cancel the queue?","Czy na pewno chcesz anulować kolejkę?"
"Do you really want to delete this tax class?","Czy na pewno chcesz usunąć tę Klasę podatku?"
"Do you really want to delete this tax rate?","Czy na pewno chcesz usunąć tę klasę podatku?"
"Do you want to continue as guest user?","Czy chcesz kontynuować jako gość?"
"Document is not saved due to error.","Dokument nie jest zapisany ze względu na błąd."
"Documents","Dokumenty"
"Does this have a weight?","To ma wagę?"
"Domestic economy select","Wybór ekonomicznej krajowej"
"Domestic express","Krajowy ekspress"
"Don't have a PayPal account? Simply enter your email address.","Nie masz konta PayPal? Po prostu podaj swój adres e-mail."
"Don't see what you're looking for?","Nie możesz znaleźć tego czego szukasz?"
"Done","Gotowe"
"Double click on a group to rename it.","Kliknij dwukrotnie na grupę, aby zmienić jej nazwę."
"Download","Pobierz"
"Download CSS File","Pobierz plik CSS"
"Download Sample File","Pobierz plik przykładowy"
"Download full report","Pobierz pełny raport"
"Download personal data","Pobierz dane osobowe"
"Downloadable Information","Informacje o produktach do pobrania"
"Downloadable Product Options","Opcje produktów do pobrania"
"Downloadable Product Section","Sekcja Produktów do pobrania"
"Downloadable Products","Produkty do pobrania"
"Downloads","Pobrania"
"Downloads Report","Pobierz raport"
"Draggable","Przeciągane"
"Drop Box","Skrzynka pocztowa"
"Drop-down","Lista rozwijana"
"Dropdown","Lista rozwijana"
"Dropoff","Dostawa"
"Duplicate","Duplikuj"
"Duplicate Categories By URL Key","Duplikuj kategorie po kluczu URL"
"Duplicate Of Template Name","Duplikuj nazwę szablonu"
"Duplicate Orders By Increment Id","Zduplikowane zamówienia przez przyrost Id"
"Duplicate Products By SKU","Duplikuj produkty po SKU"
"Duplicate Products By URL Key","Duplikuj produkty po kluczu URL"
"Duplicate Row #%1 (duplicates row #%2)","Wiersz #%1 jest duplikatem (powtarza wiersz #%2)"
"Duplicate Users By Email","Duplikuj użytkowników po e-mailu"
"Duplicate amount found.","Znaleziono zdubplikowaną wartość."
"Duplicate template code","Klonuj kod szablonu"
"Duplicated","Duplikat"
"Duration:","Czas trwania:"
"Dynamic","Dynamiczny"
"Dynamic Block","Blok dynamiczny"
"Dynamic Block Default Content for All Store Views","Domyślna zawartość banera dla wszystkich widoków sklepu"
"Dynamic Block Information","Informacje o bloku dynamicznym"
"Dynamic Block Inline Template","Szablon wbudowanego bloku dynamicznego"
"Dynamic Block Name","Nazwa bloku dynamicznego"
"Dynamic Block Properties","Właściwości bloku dynamicznego"
"Dynamic Block Type","Typ bloku dynamicznego"
"Dynamic Blocks","Bloki dynamiczne"
"Dynamic Blocks Rotator","Rotator bloków dynamicznych"
"Dynamic Blocks to Display","Bloki dynamiczne do wyświetlenia"
"Dynamic Descriptors","Opis dynamiczny"
"EAV types and attributes","Rodzaje encji EAV i ich atrybuty"
"EFT Funding (German banking)","EFT Funding (banki niemieckie)"
"Each","Każdy"
"Each color being on a separate row.","Każdy kolor jest w osobnym wierszu."
"Each earned reward points award expires in %1 days.","Każde zdobyte punkty lojalnościowe tracą ważność po %1 dniach."
"Earned points for order #%1","Zdobytych punktów przy zamówieniu #%1"
"Earned promotion extra points from order #%1","Zarobiono promocyjne punkty za zamówienie #%1"
"Easy shop","Łatwy zakup"
"Economy select","Wybór ekonomiczny"
"Edit","Edytuj"
"Edit ""%1"" Integration","Edytuj integrację ""%1"""
"Edit '%1' Gift Registry","Edycja rejestru prezentów '%1'"
"Edit '%1' Gift Registry Type","Edytuj typ rejestru prezentów '%1'"
"Edit Account Information","Edytuj informacje o koncie"
"Edit Address","Edytuj adres"
"Edit Attribute Set '%1'","Edytuj zestaw cech '%1'"
"Edit Attribute Set Name","Edytuj nazwę zestawu atrybutów"
"Edit Automated Email Reminder Rules","Edytuj zasady automatycznego przypominania"
"Edit Billing Address","Zmień adres rozliczeniowy"
"Edit Block","Edytuj blok"
"Edit Cart","Edytuj koszyk"
"Edit Cart Price Rules","Edytuj reguły cenowe katalogu"
"Edit Catalog Event","Edytuj zdarzenie katalogu"
"Edit Catalog Price Rules","Edytuj reguły cenowe katalogu"
"Edit Condition","Edytuj warunek"
"Edit Configurations","Edytuj konfigurację"
"Edit Credit Card","Edytuj kartę kredytową"
"Edit Customer","Edycja klienta"
"Edit Customer Address Attribute","Edytuj atrybut adres klienta"
"Edit Customer Attribute","Edytuj cechę klienta"
"Edit Customer Groups","Edycja grup klientów"
"Edit Design Change","Edycja zmiany wyglądu"
"Edit Dynamic Block","Edytuj blok dynamiczny"
"Edit Email Template","Edycja szablonu e-mail"
"Edit Event","Edycja zdarzenia"
"Edit Existing Update","Zmień istniejącą aktualizację"
"Edit Gift Card Account","Edytuj konto karty upominkowej"
"Edit Gift Card Account: %1","Edycja konta Karty Podarunkowej: %1"
"Edit Gift Registry","Edytuj rejestr prezentów"
"Edit Group","Edytuj grupę"
"Edit Integration '%1'","Edytuj integrację ""%1"""
"Edit Items","Edytuj produkty"
"Edit My Credit Cards","Edytuj karty kredytowe"
"Edit Newsletter","Edycja newslettera"
"Edit Newsletter Template","Edycja szablonu newslettera"
"Edit Order","Edytuj zamówienie"
"Edit Order #%1","Edycja zamówienia nr %1"
"Edit Order %1 %2 Address","Edycja adresu zamówienia %1 %2"
"Edit Order Status","Edycja statusu zamówienia"
"Edit Page","Edytuj stronę"
"Edit Payment Information","Edytuj informacje o płatnościach"
"Edit Product Attribute","Edytuj cechę produktu"
"Edit Product Price","Zmień cenę produktu"
"Edit Product Status","Zmień stan produktu"
"Edit Queue","Edycja kolejki"
"Edit Rating #%1","Edytuj ocenę #%1"
"Edit Return Item Attribute","Edytuj atrybut zwrotu towaru"
"Edit Review","Edycja recenzji"
"Edit Review '%1'","Edytuj opinię '%1'"
"Edit Reward Exchange Rate","Edycja kursu wymiany nagrody"
"Edit Role","Edytuj rolę"
"Edit Rule","Edytuj regułę"
"Edit Rule '%1'","Edytuj regułę '%1'"
"Edit Search","Edycja wyszukiwania"
"Edit Search '%1'","Edycja wyszukiwania '%1'"
"Edit Segment","Edytuj Segment"
"Edit Segment '%1'","Edytuj Segment '%1'"
"Edit Selected","Edytuj zaznaczone"
"Edit Shipping Address","Zmień adres dostawy"
"Edit Shopping Cart","Edytuj koszyk"
"Edit Sitemap","Edytuj mapę"
"Edit Store","Edytuj sklep"
"Edit Store Design Change","Edytuj zmianę projektową sklepu"
"Edit Store View","Edycja widoku sklepu"
"Edit Synonym Group","Edycja grupy synonimów"
"Edit System Template","Edycja szablonu systemowego"
"Edit Tax Rate","Edytuj stawkę podatku"
"Edit Template","Edycja szablonu"
"Edit Terms and Conditions","Edytuj zasady składania zamówień"
"Edit Type","Edytuj typ"
"Edit URL Rewrite","Edycja przekierowań URL"
"Edit URL Rewrite for CMS page","Edytuj adres URL strony CMS"
"Edit URL Rewrite for a Category","Dodaj przekierowanie URL dla kategorii"
"Edit URL Rewrite for a Product","Dodaj przekierowanie URL dla produktu"
"Edit User","Edytuj użytkownika"
"Edit User '%1'","Edytuj użytkownika '%1'"
"Edit Video","Edycja wideo"
"Edit Web Site","Edytuj witrynę"
"Edit Wish List","Edytuj listę życzeń"
"Edit Your Cart","Edytuj koszyk"
"Edit custom instruction of robots.txt File","Edytuj niestandardową instrukcję obsługi pliku robots.txt"
"Edit custom.css","Edytuj custom.css"
"Edit item","Zmień"
"Edit item parameters","Edytuj parametry produktu"
"Edit product ""%0""","Edytuj produkt ""%0"""
"Elasticsearch HTTP Password","Hasło HTTP Elasticsearch"
"Elasticsearch HTTP Username","Nazwa użytkownika HTTP Elasticsearch"
"Elasticsearch Index Prefix","Indeks prefiks Elasticsearch"
"Elasticsearch Server Hostname","Nazwa hosta serwera Elasticsearch"
"Elasticsearch Server Port","Port serwera Elasticsearch"
"Elasticsearch Server Timeout","Czas odpowiedzi serwera Elasticsearch"
"Electronic payments save the trees.","Płatności elektroniczne ratują drzewa."
"Element %1 could not be resolved while searching for %2","Element %1 nie mógł zostać rozwiązany podczas wyszukiwania %2"
"Element renderer for ""%1"" not found in ""%2""","Mechanizm renderujący element ""%1"" nie został znaleziony w ""%2""."
"Element renderer for %1"" not found in ""%2""""","Nie znaleziono renderera elementów dla „%1” w „%2”"
"Elements","Elementy"
"Email","E-mail"
"Email Address","Adres e-mail"
"Email Address:","Adres email:"
"Email Associated with PayPal Merchant Account (Optional)","E-mail powiązany z kontem handlowca PayPal (opcjonalne)"
"Email Copy of Credit Memo","Wyślij e-mail z fakturą korygująca do klienta"
"Email Copy of Invoice","Wyślij e-mail z fakturą do klienta"
"Email Copy of Shipment","Wyślij e-mail z potwierdzeniem wysyłki do klienta"
"Email Customer","Wyślij e-mail do klienta"
"Email Notification Settings","Ustawienia powiadomień e-mail"
"Email Options","Opcje e-mail"
"Email Order Confirmation","Wyślij e-mail z potwierdzeniem zamówienia do klienta"
"Email Preview","Podgląd e-mail"
"Email Reminder Rule","Reguła przypomnienia e-mail"
"Email Reminders","Przypomnienia e-mail"
"Email Returns Confirmation","Email zwroty potwierdzenia"
"Email Send Failure Threshold","Próg awarii wysyłania e-mail"
"Email Sender","Nadawca"
"Email Sent from Gift Card Account Management","E-mail wysłany z zarządzania kontem karty prezent"
"Email Template","Szablon e-mail"
"Email Templates","Szablony e-mail"
"Email Text Length Limit","Ograniczenie długości tekstu wiadomości e-mail"
"Email Verification","Weryfikacja adresu e-mail"
"Email address","Adres e-mail"
"Email address cannot be empty.","Adres e-mail nie może być pusty."
"Email address field could not be found.","Nie znaleziono pola adresu e-mail."
"Email address impact. The customer uses a free email provider, or the email address is risky","Wpływ adresu e-mail. Klient używa darmowego dostawcy poczty elektronicznej, lub adres e-mail jest podejrzany"
"Email address is saved.","Adres e-mail został zapisany."
"Email address update failed. Please try again.","Aktualizacja adresu e-mail nie powiodła się. Proszę spróbuj ponownie."
"Email addresses, separated by commas","Adresy e-mail rozdzielane przecinkami"
"Email has not been sent","E-mail nie został wysłany"
"Email is required","email jest wymagany"
"Email template chosen based on theme fallback when Default"" option is selected.""","Wybrany szablon e-mail oparty na temacie fallback po wybraniu opcji ""Default""."
"Email template chosen based on theme fallback, when the Default"" option is selected.""","Szablon e-mail wybrany na podstawie cofania w motywie, gdy wybrana jest opcja ""Domyślny""."
"Email to a Friend","Wyślij znajomemu"
"Email:","E-mail:"
"Emails","E-maile"
"Emails Failed","E-maile nie powiodły się"
"Emails Sent","E-mail Wysłany"
"Emails and Labels","E-maile i etykiety"
"Embedded (Translation on Admin side)","Wbudowany (tłumaczenie na stronie admina)"
"Empty","Pusty"
"Empty Rows","Puste rzędy"
"Empty Value.","Puste wartości."
"Empty log","Brak logów"
"Empty response","Pusta odpowiedź"
"Enable","Włącz"
"Enable Archiving","Włącz archiwizowanie"
"Enable Autocomplete on login/forgot password forms","Włącz autouzupełnianie na formularzach logowania/przywracania hasła"
"Enable Automatic Assignment to Customer Group","Włącz automatyczne przydzielanie do grup klientów"
"Enable Automatic Fetching","Włącz automatyczne pobierania"
"Enable Backup","Włącz tworzenie kopii zapasowej"
"Enable Block","Włącz blok"
"Enable CAPTCHA in Admin","Włącz CAPTCHA w panelu admina"
"Enable CAPTCHA on Storefront","Włącz CAPTCHA na sklepie"
"Enable Catalog Event Widget on Storefront","Włącz widget wydarzeń katalogu na stronie"
"Enable Catalog Events Functionality","Włącz funkcjonalność zdarzeń katalogu"
"Enable Category","Włącz kategorię"
"Enable Chapter/Section","Włącz rozdział/sekcję"
"Enable Charts","Włącz wykresy"
"Enable Contact Us","Włącz formularz kontaktowy"
"Enable Content Experiments","Włącz zawartość eksperymentów"
"Enable Credit Card Verification Field","Włącz pole weryfikacji karty kredytowej"
"Enable Credit Card auto-detection on Storefront","Włącz auto wykrywanie karty kredytowej na Storefront"
"Enable Cron","Włączyć Cron"
"Enable Cross Border Trade","Włącz handel transgraniczny"
"Enable Customer Segment Functionality","Włącz funkcję segmentacji klienckiej"
"Enable Elasticsearch HTTP Auth","Włącz HTTP Auth w Elasticsearch"
"Enable Express Checkout","Włącz Express Checkout"
"Enable FPT","Włącz FPT"
"Enable Free Shipping Threshold","Włącz próg darmowej wysyłki"
"Enable Frontend Resize","Zmiana rozmiaru po stronie klienta"
"Enable Gift Registry","Włącz rejestr prezentów"
"Enable HTTP Strict Transport Security (HSTS)","Włącz ścisłe zabezpieczenie transportu HTTP (HSTS)"
"Enable Hierarchy Functionality","Włącz funkcję hierarchii"
"Enable Hierarchy Metadata","Włącz metadanych hierarchii"
"Enable In-Context Checkout Experience","Włącz w kontekście realizacji transakcji"
"Enable Invitations Functionality","Włącz funkcję zaproszeń"
"Enable Invitations on Storefront","Włącz zaproszenia w Witrynie sklepowej"
"Enable JavaScript Bundling","Włącz łączenie JavaScript"
"Enable MAP","Włącz MAP"
"Enable Magnifier","Włącz lupę"
"Enable Multiple Wish Lists","Włącz wiele list życzeń"
"Enable Negotiated Rates","Włącz negocjowalne stawki"
"Enable New Relic Integration","Włącz integrację z New Relic"
"Enable Onepage Checkout","Włącz składanie zamówienia na jednej stronie"
"Enable Order by SKU on My Account in Storefront","Włącz zamówienia przez SKU w zakładce Moje Konto w sklepie"
"Enable Page","Włącz stronę"
"Enable Pagination","Włącz podział na strony"
"Enable PayPal Credit","Włącz PayPal Credit"
"Enable PayPal Guest Checkout","Włącz gościnne zamówienia z PayPal"
"Enable PayPal through Braintree","Włącz PayPal za pośrednictwem Braintree"
"Enable Payflow Link","Włącz Payflow Link"
"Enable Persistence","Włącz trwałą obecność"
"Enable Product","Włącz produkt"
"Enable Qty Increments","Włącz zwiększanie ilości"
"Enable RMA on Product Level","Włącz RMA na poziomie produktu"
"Enable RMA on Storefront","Włącz RMA na Sklepie"
"Enable RSS","Włącz RSS"
"Enable Remember Me""","Włącz Zapamiętaj mnie"""""
"Enable Reminder Emails","Włącz przypomnienia e-mail"
"Enable Reward Points Functionality","Włącz obsługę punktów lojalnościowych"
"Enable Reward Points Functionality on Storefront","Włącz obsługę punktów lojalnościowych w witrynie sklepowej"
"Enable SSL verification","Włącz weryfikację SSL"
"Enable Scheduled Backup","Włącz zaplanowaną kopię"
"Enable Scheduled File History Cleaning","Zezwól na zaplanowane czyszczenie plików historii"
"Enable Search Recommendations","Włącz rekomendacje wyszukiwania"
"Enable Search Suggestions","Włącz podpowiedzi wyszukiwania"
"Enable Single-Store Mode","Włącz tryb pojedynczego sklepu"
"Enable Store Credit Functionality","Włącz kredyt kupiecki"
"Enable Submission to Robots.txt","Włącz uzupełnianie Robots.txt"
"Enable Terms and Conditions","Włącz warunki sprzedaży"
"Enable WYSIWYG Editor","Włącz edytor"
"Enable this Solution","Włącz to rozwiązanie"
"Enabled","Włączony"
"Enabled Actions","Włączenie Akcji"
"Enabled by Default","Włączone domyślnie"
"Enabled for Admin","Włączone dla Panelu Administracyjnego"
"Enabled for RMA","Włączone dla RMA"
"Enabled for Storefront","Włączone dla sklepu"
"Enabled when authorized items require a new shipment.","Włączone kiedy autoryzowany produkt wymaga nowej przesyłki."
"Enables Chapter/Section functionality for this node, its sub-nodes and pages","Zaznaczenie włącza funkcję rozdziału/sekcji dla tego węzła, jego węzłów podrzędnych oraz stron"
"Encryption Key","Klucz szyfrowania"
"End","Koniec"
"End Date","Data zakończenia"
"End Date must follow Start Date.","Data końcowa musi być po dacie rozpoczęcia."
"End Time","Czas zakończenia"
"Engine autocommit","Automatyczne zatwierdzanie indeksowania przez silnik"
"Enter Each Email on New Line","Wprowadź każdy e-mail w nowej linii"
"Enter Email","Wprowadź adres E-mail"
"Enter Name for New Attribute Set","Wprowadź nazwę dla nowego zestawu cech"
"Enter SKUs below, one per line","Wprowadź SKU poniżej, jeden na linię"
"Enter URL where Oauth credentials can be sent when using Oauth for token exchange. We strongly recommend using https://.","Wprowadź adres URL gdzie Oauth poświadczenia mogą być wysyłane przy użyciu Oauth dla tokenu wymiany. Zdecydowanie zalecamy używanie https://."
"Enter a New Address","Dodaj nowy adres"
"Enter a negative number to subtract from the balance.","Wprowadź liczbę ujemną, aby odjąć od salda."
"Enter discount code","Wprowadź kod rabatowy"
"Enter gift card code","Wprowadź kod Karty Podarunkowej"
"Enter separated extensions, like: png, jpg, gif.","Wprowadź rozszerzenia oddzielone przecinkiem, na przykład: png, jpg, gif."
"Enter the encryption key and try again.","Wprowadź klucz szyfrowania i spróbuj ponownie."
"Enter the gift card code","Wpisz kod karty prezentowej"
"Enter valid SKU key","Wprowadź poprawny klucz SKU"
"Enter your billing address to get a tax estimate.","Wprowadź swój adres rozliczeniowy, aby uzyskać szacunkową kwotę podatku."
"Enter your destination to get a shipping estimate.","Wprowadź lokalizację dostawy aby obliczyć koszt wysyłki."
"Enter your discount code","Wprowadź kod promocyjny"
"Enter your email address","Wprowadź swój adres e-mail"
"Enter your email address.  You will receive an email with a link to reset your password.","Wpisz swój adres e-mail. Otrzymasz następnie e-mail z linkiem do zresetowania hasła."
"Entering no value or a value greater than the expiration lifetime disables the warning notification.","Nie podanie wartości, lub wprowadzenie wartości większej niż okres ważności wyłącza powiadomienie ostrzegawcze."
"Entity Attributes","Cechy jednostki"
"Entity Type","Rodzaj obiektu"
"Entity Type Code","Typ kodu obiektu"
"Entity Types","Typ jednostki"
"Entity already exists","Obiekt już istnieje"
"Entity is not initialized","Jednostka nie została zainicjowana"
"Entity is unknown","Jednostka jest nieznana"
"Entity object is undefined","Obiekt jednostki jest niezdefiniowany"
"Entity type model '%1' is not found","Nie znaleziono typu modelu '%1'"
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Model obiektu musi być instancją \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType"
"Entity type:","Typ jednostki:"
"Entity types declaration cache","Pamięć podręczna rodzajów encji"
"Environment","Środowisko"
"Environment Update Time","Czas aktualizacji środowiska"
"Environment emulation nesting is not allowed.","Zagnieżdżenie emulacji środowiska nie jest dozwolone."
"Equal","Równe"
"Error","Błąd"
"Error #%1 : %2","Błąd #%1: %2"
"Error Code","Kod błędu"
"Error Email Recipient","Błąd e-mail: nieprawidłowy odbiorca"
"Error Email Sender","Błąd e-mail: nieprawidłowy nadawca"
"Error Email Template","Błąd w szablonie e-mail"
"Error File","Błąd pliku"
"Error Text","Tekst błędu"
"Error communicating with PayPal.","Błąd połączenia z serwisem PayPal."
"Error during VAT Number verification.","Błąd podczas weryfikacji numeru VAT."
"Error executing PayPal billing agreement.","Wystąpił błąd w trakcie realizacji płatności w ramach umowy rozliczeniowej PayPal."
"Error executing PayPal order.","Wystąpił błąd podczas wykonywania zamówienia PayPal."
"Error filtering template: %s","Błąd filtrowania szablonu: %s"
"Error in data structure: %1 values are mixed","Błąd w strukturze danych: %1 wartości jednostek są wymieszane"
"Error in reading category rules","Wystąpił błąd podczas odczytu reguł kategorii"
"Error in yes/no format","Błąd w formacie tak/nie"
"Error message","Komunikat błędu"
"Error message!","Komunikat błędu!"
"Error occurred when generating coupons: %1","Wystąpił błąd podczas generowania Kuponu: %1"
"Error occurred when saving coupon: %1","Wystąpił błąd podczas zapisywania Kuponu: %1"
"Error processing %key element of input data","Błąd przetwarzania elementu %key danych wejściowych"
"Error to Show in Shopping Cart","Błąd pokazywany w koszyku"
"Error while checking if topic is synchronous","Błąd podczas sprawdzania, czy temat jest synchroniczny"
"Error while generating js translation dictionary: %s""","Wystąpił błąd w trakcie generowania tłumaczeń JavaScript: ""%s"""
"Error while translating phrase %s"" in file %s.""","Błąd podczas tłumaczenia frazy ""%s"" w pliku %s."
"Error!","Błąd!"
"Error:","Błąd:"
"Errors in Cron Schedules Queue","Błędy w planach kolejki Crona"
"Escape HTML Entities","Zabezpieczaj elementy HTML"
"Estimate Shipping and Tax","Koszt dostawy i podatku"
"Estimate Tax","Oszacuj podatek"
"Estimated Total","Szacowana łączna kwota"
"Europe bank account","Rachunek bankowy w Europie"
"European Union Countries","Kraje Unii Europejskiej"
"Evaluation Malfunction","Błąd ewaluacji"
"Evaluation result can only be of type %1","Wynik ewaluacji może być tylko typu %1"
"Event","Wydarzenie"
"Event Code","Kod wydarzenia"
"Event Country","Kraj wydarzenia"
"Event Data","Data wydarzenia"
"Event Date","Data wydarzenia"
"Event Information","Informacje o wydarzeniu"
"Event Location","Miejsce wydarzenia"
"Event Name","Nazwa zdarzenia"
"Event Region Id","ID regionu wydarzenia"
"Event Region Text","Tekst regionu wydarzenia"
"Event for selected category","Zdarzenie dla wybranej kategorii"
"Events","Zdarzenia"
"Events to Scroll per Click in Event Slider Widget","Ilość zdarzeń przesuwanych po kliknięciu w widżet karuzeli zdarzeń"
"Every 10 days","Co 10 dni"
"Every 14 days","Co 14 dni"
"Every 3 days","Co 3 dni"
"Every 30 days","Co 30 dni"
"Every 40 days","Co 40 dni"
"Every 7 days","Co 7 dni"
"Every option entity must have a parent product entity.","Każda opcja musi mieć obiekt produktu nadrzędnego."
"Exact Match.","Dokładne dopasowany."
"Exact Match. Address and Postal Code. International","Dokładne dopasowania. Adres i kod pocztowy. Międzynarodowe"
"Exact Match. Address and Postal Code. UK-specific","Dokładne dopasowania. Adres i kod pocztowy. Tylko UK"
"Example format: 200x300.","Przykładowy format: 200x300."
"Example:","Przykład:"
"Exception message","Komunikat wyjątku"
"Exception message.","Komunikat wyjątku."
"Exception occurred during order load","Wystąpił wyjątek podczas kolejność ładowania"
"Excessive address change. The customer changed the billing address two or more times in the last six months","Częsta zmiana adresu. Klient zmienił adres rozliczeniowy dwa lub więcej razy w ciągu ostatnich sześciu miesięcy"
"Excessive name changes. The customer changed the name two or more times in the last six months","Nadmierne zmiany nazwy. Klient zmienił nazwę dwa lub więcej razy w ciągu ostatnich sześciu miesięcy"
"Excl. Tax","netto"
"Excl. tax:","Netto:"
"Exclude","Wyłącz"
"Exclude from Navigation Menu","Wyłączyć z menu nawigacji"
"Exclude media folder from backup","Wyłącz katalog mediów z kopii zapasowej"
"Excluding FPT","Wyłączając FPT"
"Excluding FPT. Including FPT description and final price","Wyłączając FPT. W tym opis FPT i ostateczna cena"
"Excluding Tax","netto"
"Excluding prefix, suffix and separators.","Bez prefiksu, sufiksu i separatorów."
"Executed At","Wykonano"
"Execution Time","Czas wykonania"
"Existing quantity of ""%1"" product in the cart has been replaced with quantity %2 just requested.","Istniejących ilości produktu ""%1"" w koszyku zastąpiono %2 wymagana ilością."
"Expand","Rozwiń"
"Expand All","Rozwiń wszystko"
"Expected Children Count","Przewidywana liczba dzieci"
"Expected Level","Przewidywany poziom"
"Experiment Code","Kod eksperymentu"
"Experiment code should be added to the original page only.","Kod eksperymentalny powinien zostać dodany tylko do oryginalnej strony."
"Expiration Date","Data ważności"
"Expiration Period","Okres ważności"
"Expiration date is invalid.","Podana data ważności jest nieprawidłowa."
"Expiration date is required.","Wymagana data ważności."
"Expiration month is invalid.","Miesiąc w dacie ważności nie jest prawidłowy."
"Expiration year is invalid.","Rok w dacie ważności nie jest prawidłowy."
"Expiration year is invalid. It must be between 1975 and 2201.","Rok wygaśnięcia ważności karty jest niepoprawny. Wybierz rok pomiędzy 1975 a 2201."
"Expired","Przeterminowane"
"Expired reward","Wygasłe nagrody"
"Expires on %1","Ważny do %1"
"Expires:","Wygasa:"
"Expiry Warning Before (days)","Ostrzeżenie przed wygaśnięciem przed (dni)"
"Explanation","Wyjaśnienie"
"Export","Eksportuj"
"Export CSV","Eksport CSV"
"Export Failed Emails","Eksport wiadomości E-mail nie powiódł się"
"Export File Format","Format pliku eksportu"
"Export File Information","Informacje o pliku eksportu"
"Export Settings","Ustawienia eksportu"
"Export Tax Rates","Eksportuj stawki podatku"
"Export VCL for Varnish %1","Eksport VCL do Varnish %1"
"Export block for grid %1 is not defined","Nie zdefiniowano bloku eksportu dla tabeli %1"
"Export to:","Eksportuj do:"
"Exported %1 rows.","Wyeksportowane rzędy: %1."
"Express 10:30","Ekspres 10:30"
"Express 12:00","Ekspres 12:00"
"Express 9:00","Ekspres 9:00"
"Express Checkout APIs","API Express Checkout"
"Express Checkout and Order have been canceled.","Express Checkout i zamówienie zostały anulowane."
"Express Checkout has been canceled.","Express Checkout został anulowany."
"Express easy","Łatwy ekspres"
"Express envelope","Ekspresowa koperta"
"Express worldwide","Ekspres międzynarodowy"
"Extended address is too long.","Nazwa ulicy jest za długa."
"Extensions","Rozszerzenia"
"Extensions and Themes are an essential component of the Magento Ecosystem. Please visit the Magento Marketplace to see the latest innovations that developers have created to enhance your Magento Store.","Rozszerzenia i motywy są głównym elementem ekosystemu Magento. Odwiedź Market Magento, aby zobaczyć najnowsze innowacje, które programiści stworzyli dla ulepszenia Twojego sklepu Magento."
"FALSE","FAŁSZ"
"FATAL ERROR:","BŁĄD KRYTYCZNY:"
"FDS Filter Action","Akcja filtru FDS"
"FROM ADDRESS BOOK","Z KSIĄŻKI ADRESOWEJ"
"FTP Host","Host FTP"
"FTP Host[:Port]","Host FTP[:Port]"
"FTP Login","Login FTP"
"FTP Password","Hasło FTP"
"FTP credentials","Dane FTP"
"Factory ""%1"" does not implement %2","Fabryka ""%1"" nie implementuje %2"
"Factory %1"" does not implement %2""","Fabryka „%1” nie implementuje %2"
"Failed Email Receiver","Nie powiodło się odebranie wiadomości E-mail"
"Failed Email Sender","Nadanie wiadomości E-mail nie powiodło się"
"Failed Email Template","Niepowodzenie szablonu Email"
"Failed Messages Lifetime","Czas życia komunikatów o niepowodzeniu"
"Failed to delete %1 synonym group(s).","Nie można usunąć grupy synonimów %1."
"Failed to fetch","Błąd sieciowy podczas próby pobrania zasobu."
"Failed to initialize customer","Nie można zainicjować klienta"
"Failed to rollback.","Nie udało się przywrócić kopii."
"Failed to save backup with error: %1","Podczas próby zapisu kopii zapasowej wystąpił błąd: %1"
"Failed to synchronize data to the Magento Business Intelligence service.","Nie można zsynchronizować dane z Magento Business Intelligence service."
"Failed to validate FTP.","Nie udało się potwierdzić FTP."
"Failure","Awaria"
"Failure #1","Niepowodzenie #1"
"Failure #2","Niepowodzenie #2"
"Failure History Lifetime","Cała historia niepowodzeń"
"Failures","Błędy"
"Fashion Apparel and Accessories","Moda ubrania i akcesoria"
"Fatal Error","Błąd krytyczny"
"Favicon Icon","Ikonka witryny (favicon)"
"Fax","Faks"
"Featured Platinum Partners","Rekomendowani Partnerzy Platynowi"
"Fee Amount","Kwota opłaty"
"Fee Debit or Credit","Opłata debetowa lub kredytowa"
"Fee Reversal","Odwrócenie opłaty"
"Fee: Foreign ACH Withdrawal","Opłata: zagraniczna wypłata ACH"
"Fee: Mass Pay Request","Opłata: polecenie masowej płatności"
"Fee: Web Site Payments Pro Account Monthly","Opłata: konto miesięczne Web Site Payments Pro"
"Fee: WorldLink Check Withdrawal","Opłata: wypłata czeku WorldLink"
"Female","Kobieta"
"Fetch","Pobierz"
"Fetch Updates","Pobierz aktualizacje"
"Field","Pole"
"Field '%1' not found","Pole '%1' nie zostało znalezione"
"Field 2","Pole 2"
"Field 3","Pole 3"
"Field 3.1","Pole 3.1"
"Field 3.1.1","Pole 3.1.1"
"Field 4","Pole 4"
"Field separator","Separator pól"
"Fields Enclosure","Domknięcie pól"
"Fieldset Code","Kod zestawu pól"
"Fieldset Properties","Właściwości zestawu pól"
"Fieldset Title","Tytuł zestawu pól"
"File","Plik"
"File %1 is not readable","Plik %1 nie jest możliwy do odczytania"
"File '%1' is not an image.","Plik '%1' nie jest obrazem."
"File '%1' was not found or has read restriction.","Plik '%1' nie został znaleziony lub posiada ograniczenie odczytu."
"File (attachment)","Plik (załącznik)"
"File Directory","Katalog pliku"
"File Extensions","Rozszerzenia plików"
"File Format","Format pliku"
"File Mode","Tryb pliku"
"File Name","Nazwa pliku"
"File System","System plików"
"File can not be saved to the destination folder.","Nie można zapisać plików w folderze docelowym."
"File directory '%1' is not readable.","Katalog '%1' nie jest ustawiony do odczytu."
